x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
52.20;381.60;y;0.13;0.06;119.74;24.72;0.00;385.15
52.20;381.60;p;2.95;0.21;144.46;0.00;2.58;385.15
50.10;380.10;y;0.14;0.01;144.46;-36.03;0.00;383.39
50.10;380.10;p;3.40;0.22;108.43;0.00;3.16;383.39
49.10;377.10;y;0.25;0.03;108.43;-69.95;0.00;380.28
49.10;377.10;p;5.37;0.32;38.48;0.00;4.98;380.28
53.00;374.00;y;0.17;0.06;38.48;49.61;0.00;377.74
53.00;374.00;p;3.12;0.78;88.09;0.00;3.00;377.74
53.10;371.00;y;0.24;0.13;88.09;-75.56;0.00;374.78
53.10;371.00;p;1.06;0.34;12.53;0.00;0.92;374.78
54.00;370.80;y;0.13;0.00;12.53;-29.49;0.00;374.71
54.00;370.80;p;6.54;0.02;-16.97;0.00;6.17;374.71
59.90;372.60;y;0.06;0.00;-16.97;8.84;0.00;377.38
59.90;372.60;p;0.81;0.41;-8.13;0.00;0.71;377.38
60.60;372.70;y;0.14;0.09;-8.13;-31.68;0.00;377.59
60.60;372.70;p;0.91;0.34;-39.81;0.00;0.78;377.59
61.20;373.20;y;0.21;0.02;-39.81;-74.64;0.00;378.18
61.20;373.20;p;1.45;0.27;-114.44;0.00;1.21;378.18
60.70;374.30;y;0.35;0.18;-114.44;131.14;0.00;379.19
60.70;374.30;p;1.19;0.11;16.70;0.00;1.04;379.19
61.70;374.00;y;0.18;0.01;16.70;44.69;0.00;379.06
61.70;374.00;p;1.50;0.65;61.39;0.00;1.25;379.06
62.30;372.90;y;0.07;0.02;61.39;14.83;0.00;378.07
62.30;372.90;p;5.79;0.42;76.22;0.00;5.46;378.07
63.60;367.60;p;5.79;0.48;76.22;0.00;5.46;373.06
64.90;362.30;y;0.33;0.15;76.22;-103.31;0.00;368.07
64.90;362.30;p;5.50;0.31;-27.10;0.00;4.83;368.07
69.20;364.50;y;0.24;0.07;-27.10;86.84;0.00;371.01
69.20;364.50;p;7.90;0.96;59.74;0.00;6.95;371.01
72.70;358.50;y;0.10;0.03;59.74;17.26;0.00;365.80
72.70;358.50;p;1.49;0.83;77.01;0.00;1.33;365.80
73.00;357.20;y;0.14;0.07;77.01;44.60;0.00;364.58
73.00;357.20;p;5.20;0.24;121.61;0.00;4.58;364.58
70.60;353.30;y;0.10;0.01;121.61;28.65;0.00;360.28
70.60;353.30;p;2.80;0.75;150.26;0.00;2.42;360.28
68.50;352.10;y;0.07;0.02;150.26;-5.79;0.00;358.70
68.50;352.10;p;1.05;0.45;144.46;0.00;0.86;358.70
67.80;351.60;y;0.08;0.00;144.46;7.32;0.00;358.08
67.80;351.60;p;5.30;0.05;151.78;0.00;4.65;358.08
63.70;349.40;y;0.33;0.00;151.78;114.40;0.00;355.16
63.70;349.40;p;1.61;0.15;-93.81;0.00;1.50;355.16
63.60;350.90;y;0.12;0.05;-93.81;-33.06;0.00;356.62
63.60;350.90;p;1.29;0.18;-126.87;0.00;1.00;356.62
63.00;351.70;y;0.06;0.00;-126.87;-4.76;0.00;357.30
63.00;351.70;p;1.36;0.21;-131.63;0.00;1.20;357.30
62.20;352.60;y;0.31;0.11;-131.63;-109.76;0.00;358.04
62.20;352.60;p;1.50;0.22;118.61;0.00;1.25;358.04
61.60;351.50;y;0.08;0.00;118.61;-8.05;0.00;356.86
61.60;351.50;p;1.00;0.29;110.56;0.00;0.85;356.86
61.30;350.70;y;0.44;0.08;110.56;147.10;0.00;356.02
61.30;350.70;p;3.52;0.03;-102.34;0.00;3.28;356.02
60.60;353.90;y;0.34;0.02;-102.34;-137.92;0.00;359.05
60.60;353.90;p;3.70;0.11;119.74;0.00;3.22;359.05
59.00;351.10;y;0.13;0.02;119.74;23.39;0.00;356.02
59.00;351.10;p;2.21;0.35;143.13;0.00;2.00;356.02
57.40;349.90;y;0.37;0.13;143.13;128.63;0.00;354.58
57.40;349.90;p;6.62;0.15;-88.24;0.00;6.50;354.58
57.60;356.40;y;0.19;0.01;-88.24;49.82;0.00;361.02
57.60;356.40;p;4.01;0.19;-38.42;0.00;3.70;361.02
60.50;358.70;y;0.36;0.07;-38.42;-139.73;0.00;363.77
60.50;358.70;p;3.21;0.50;-178.15;0.00;3.10;363.77
57.40;358.80;y;0.15;0.02;-178.15;29.76;0.00;363.36
57.40;358.80;p;3.50;0.34;-148.39;0.00;3.05;363.36
54.80;360.40;y;0.31;0.01;-148.39;-107.85;0.00;364.54
54.80;360.40;p;5.36;0.00;103.76;0.00;5.04;364.54
53.60;355.50;p;5.36;0.05;103.76;0.00;5.04;359.52
52.40;350.60;y;0.06;0.00;103.76;-2.45;0.00;354.49
52.40;350.60;p;0.61;0.12;101.31;0.00;0.51;354.49
52.30;350.10;y;0.21;0.02;101.31;64.65;0.00;353.98
52.30;350.10;p;0.53;0.04;165.96;0.00;0.41;353.98
51.90;350.00;y;0.22;0.00;165.96;62.22;0.00;353.83
51.90;350.00;p;5.50;0.43;-131.82;0.00;5.10;353.83
48.50;353.80;y;0.10;0.04;-131.82;23.39;0.00;357.11
48.50;353.80;p;1.09;0.48;-108.43;0.00;0.95;357.11
48.20;354.70;y;0.12;0.00;-108.43;16.17;0.00;357.96
48.20;354.70;p;7.74;0.21;-92.26;0.00;7.61;357.96
47.90;362.30;y;0.31;0.06;-92.26;-117.81;0.00;365.45
47.90;362.30;p;2.55;0.33;149.93;0.00;2.20;365.45
46.00;361.20;y;0.17;0.04;149.93;-51.80;0.00;364.12
46.00;361.20;p;7.91;0.62;98.13;0.00;7.78;364.12
44.90;353.50;y;0.09;0.00;98.13;-3.73;0.00;356.34
44.90;353.50;p;5.34;0.41;94.40;0.00;5.22;356.34
44.50;348.30;y;0.09;0.01;94.40;22.17;0.00;351.13
44.50;348.30;p;1.14;0.06;116.57;0.00;0.89;351.13
44.10;347.50;y;0.42;0.00;116.57;-155.22;0.00;350.29
44.10;347.50;p;1.44;0.12;-38.66;0.00;1.28;350.29
45.10;348.30;y;0.31;0.19;-38.66;116.57;0.00;351.21
45.10;348.30;p;1.60;0.78;77.91;0.00;1.43;351.21
45.40;346.90;y;0.19;0.13;77.91;66.56;0.00;349.86
45.40;346.90;p;1.05;0.38;144.46;0.00;0.86;349.86
44.70;346.40;y;0.23;0.00;144.46;-67.31;0.00;349.27
44.70;346.40;p;6.19;0.10;77.15;0.00;5.85;349.27
46.00;340.70;y;0.09;0.00;77.15;-10.35;0.00;343.79
46.00;340.70;p;0.89;0.13;66.80;0.00;0.76;343.79
46.30;340.00;y;0.15;0.00;66.80;-36.48;0.00;343.14
46.30;340.00;p;6.95;0.60;30.32;0.00;6.14;343.14
51.60;336.90;y;0.12;0.03;30.32;-32.87;0.00;340.83
51.60;336.90;p;4.62;0.72;-2.54;0.00;4.50;340.83
56.10;337.10;y;0.22;0.18;-2.54;85.00;0.00;341.74
56.10;337.10;p;8.51;0.26;82.45;0.00;8.37;341.74
57.20;328.80;y;0.09;0.00;82.45;-17.83;0.00;333.74
57.20;328.80;p;8.05;0.09;64.62;0.00;7.23;333.74
60.30;322.27;p;7.84;0.00;64.62;0.00;7.23;327.86
63.40;315.73;p;8.05;0.62;64.62;0.00;7.23;322.04
66.50;309.20;y;0.18;0.18;64.62;67.02;0.00;316.27
66.50;309.20;p;2.64;0.75;131.63;0.00;2.41;316.27
64.90;307.40;y;0.19;0.11;131.63;44.86;0.00;314.18
64.90;307.40;p;5.03;0.39;176.50;0.00;4.91;314.18
60.00;307.10;y;0.15;0.01;176.50;35.39;0.00;312.91
60.00;307.10;p;6.00;0.25;-148.11;0.00;5.30;312.91
55.50;309.90;y;0.23;0.05;-148.11;66.05;0.00;314.83
55.50;309.90;p;4.46;0.08;-82.06;0.00;4.34;314.83
56.10;314.20;y;0.30;0.03;-82.06;-109.83;0.00;319.17
56.10;314.20;p;6.16;0.11;168.11;0.00;5.82;319.17
50.40;313.00;y;0.25;0.01;168.11;-78.11;0.00;317.03
50.40;313.00;p;1.21;0.39;90.00;0.00;1.00;317.03
50.40;312.00;y;0.36;0.15;90.00;126.87;0.00;316.04
50.40;312.00;p;0.79;0.01;-143.13;0.00;0.50;316.04
50.00;312.30;y;0.24;0.00;-143.13;-95.48;0.00;316.28
50.00;312.30;p;7.80;0.33;121.39;0.00;6.91;316.28
46.40;306.40;y;0.10;0.04;121.39;28.57;0.00;309.89
46.40;306.40;p;10.80;0.17;149.96;0.00;9.59;309.89
38.10;301.60;y;0.10;0.00;149.96;8.24;0.00;304.00
38.10;301.60;p;0.66;0.11;158.20;0.00;0.54;304.00
37.60;301.40;y;0.18;0.01;158.20;46.11;0.00;303.74
37.60;301.40;p;3.90;0.19;-155.70;0.00;3.40;303.74
34.50;302.80;y;0.22;0.02;-155.70;50.58;0.00;304.76
34.50;302.80;p;7.77;0.09;-105.11;0.00;7.10;304.76
32.65;309.65;p;7.77;0.01;-105.11;0.00;7.10;311.37
30.80;316.50;y;0.19;0.00;-105.11;50.65;0.00;318.00
30.80;316.50;p;1.05;0.13;-54.46;0.00;0.86;318.00
31.30;317.20;y;0.23;0.07;-54.46;88.15;0.00;318.74
31.30;317.20;p;0.90;0.12;33.69;0.00;0.72;318.74
31.90;316.80;y;0.18;0.01;33.69;-40.60;0.00;318.40
31.90;316.80;p;3.44;0.41;-6.91;0.00;3.32;318.40
35.20;317.20;y;0.22;0.16;-6.91;-52.62;0.00;319.15
35.20;317.20;p;8.90;1.03;-59.53;0.00;7.89;319.15
39.20;324.00;y;0.09;0.09;-59.53;25.84;0.00;326.36
39.20;324.00;p;1.70;0.95;-33.69;0.00;1.44;326.36
40.40;324.80;y;0.30;0.16;-33.69;117.98;0.00;327.30
40.40;324.80;p;2.14;0.82;84.29;0.00;2.01;327.30
40.60;322.80;y;0.41;0.39;84.29;-133.38;0.00;325.34
40.60;322.80;p;2.19;0.93;-49.09;0.00;1.98;325.34
41.90;324.30;y;0.31;0.29;-49.09;112.52;0.00;327.00
41.90;324.30;p;1.66;0.42;63.43;0.00;1.34;327.00
42.50;323.10;y;0.10;0.02;63.43;-22.83;0.00;325.88
42.50;323.10;p;1.06;0.86;40.60;0.00;0.92;325.88
43.20;322.50;y;0.21;0.10;40.60;75.31;0.00;325.38
43.20;322.50;p;8.80;1.31;115.91;0.00;7.78;325.38
39.80;315.50;y;0.13;0.06;115.91;21.07;0.00;318.00
39.80;315.50;p;2.26;1.23;136.97;0.00;2.05;318.00
38.30;314.10;y;0.41;0.39;136.97;-132.69;0.00;316.43
38.30;314.10;p;4.13;0.96;4.29;0.00;4.01;316.43
42.30;313.80;y;0.09;0.04;4.29;-14.91;0.00;316.64
42.30;313.80;p;1.73;1.12;-10.62;0.00;1.63;316.64
43.90;314.10;y;0.20;0.08;-10.62;-59.24;0.00;317.15
43.90;314.10;p;3.43;0.55;-69.86;0.00;3.20;317.15
45.00;317.10;y;0.10;0.06;-69.86;19.80;0.00;320.28
45.00;317.10;p;6.04;0.25;-50.06;0.00;5.61;320.28
48.60;321.40;y;0.11;0.04;-50.06;-33.60;0.00;325.05
48.60;321.40;p;1.01;0.10;-83.66;0.00;0.91;325.05
48.70;322.30;y;0.09;0.03;-83.66;-14.19;0.00;325.96
48.70;322.30;p;3.04;0.29;-97.85;0.00;2.93;325.96
48.30;325.20;y;0.43;0.21;-97.85;147.39;0.00;328.77
48.30;325.20;p;4.84;0.84;49.54;0.00;4.47;328.77
51.20;321.80;y;0.05;0.03;49.54;-2.99;0.00;325.85
51.20;321.80;p;2.86;1.63;46.55;0.00;2.62;325.85
53.00;319.90;y;0.40;0.29;46.55;-146.01;0.00;324.26
53.00;319.90;p;6.30;0.24;-99.46;0.00;6.08;324.26
52.00;325.90;y;0.07;0.00;-99.46;-16.70;0.00;330.02
52.00;325.90;p;10.42;0.02;-116.17;0.00;9.64;330.02
47.75;334.55;p;10.46;0.67;-116.17;0.00;9.64;337.94
43.50;343.20;y;0.33;0.24;-116.17;-127.27;0.00;345.95
43.50;343.20;p;0.88;0.08;116.57;0.00;0.67;345.95
43.20;342.60;y;0.08;0.04;116.57;-8.13;0.00;345.31
43.20;342.60;p;0.43;0.11;108.43;0.00;0.32;345.31
43.10;342.30;y;0.15;0.02;108.43;-27.90;0.00;345.00
43.10;342.30;p;0.72;0.16;80.54;0.00;0.61;345.00
43.20;341.70;y;0.09;0.00;80.54;25.10;0.00;344.42
43.20;341.70;p;8.23;0.78;105.64;0.00;7.79;344.42
41.10;334.20;y;0.29;0.24;105.64;89.61;0.00;336.72
41.10;334.20;p;4.86;0.79;-164.74;0.00;4.56;336.72
36.70;335.40;y;0.14;0.09;-164.74;42.01;0.00;337.40
36.70;335.40;p;5.68;1.61;-122.74;0.00;4.99;337.40
34.00;339.60;y;0.08;0.08;-122.74;-12.26;0.00;341.30
34.00;339.60;p;0.98;0.65;-135.00;0.00;0.85;341.30
33.40;340.20;y;0.44;0.00;-135.00;-155.22;0.00;341.84
33.40;340.20;p;4.32;0.95;69.78;0.00;4.05;341.84
34.80;336.40;y;0.11;0.03;69.78;32.75;0.00;338.20
34.80;336.40;p;2.02;1.21;102.53;0.00;1.84;338.20
34.40;334.60;y;0.12;0.08;102.53;-28.47;0.00;336.36
34.40;334.60;p;2.38;0.26;74.05;0.00;2.18;336.36
35.00;332.50;y;0.14;0.01;74.05;46.91;0.00;334.34
35.00;332.50;p;0.75;0.21;120.96;0.00;0.58;334.34
34.70;332.00;y;0.10;0.00;120.96;-13.04;0.00;333.81
34.70;332.00;p;3.83;0.59;107.93;0.00;3.57;333.81
33.60;328.60;y;0.23;0.13;107.93;77.43;0.00;330.31
33.60;328.60;p;3.33;0.27;-174.64;0.00;3.21;330.31
30.40;328.90;y;0.12;0.01;-174.64;13.08;0.00;330.30
30.40;328.90;p;1.42;0.49;-161.57;0.00;1.26;330.30
29.20;329.30;y;0.22;0.08;-161.57;58.57;0.00;330.59
29.20;329.30;p;1.49;0.67;-102.99;0.00;1.33;330.59
28.90;330.60;y;0.07;0.04;-102.99;-13.57;0.00;331.86
28.90;330.60;p;1.40;0.51;-116.57;0.00;1.12;331.86
28.40;331.60;y;0.39;0.13;-116.57;-146.59;0.00;332.81
28.40;331.60;p;7.69;0.50;96.84;0.00;7.55;332.81
27.50;324.10;y;0.15;0.12;96.84;49.14;0.00;325.26
27.50;324.10;p;5.45;0.37;145.98;0.00;4.83;325.26
23.50;321.40;y;0.14;0.01;145.98;27.90;0.00;322.26
23.50;321.40;p;2.93;0.57;173.88;0.00;2.82;322.26
20.70;321.10;y;0.12;0.05;173.88;19.11;0.00;321.77
20.70;321.10;p;1.49;0.44;-167.01;0.00;1.33;321.77
19.40;321.40;y;0.13;0.06;-167.01;-32.65;0.00;321.98
19.40;321.40;p;1.65;1.03;160.35;0.00;1.49;321.98
18.00;320.90;y;0.24;0.23;160.35;-77.47;0.00;321.40
18.00;320.90;p;1.74;0.62;82.87;0.00;1.61;321.40
18.20;319.30;y;0.14;0.00;82.87;38.50;0.00;319.82
18.20;319.30;p;5.45;0.12;121.37;0.00;4.80;319.82
15.70;315.20;y;0.05;0.00;121.37;1.16;0.00;315.59
15.70;315.20;p;7.75;0.70;122.54;0.00;6.88;315.59
12.00;309.40;y;0.18;0.08;122.54;-48.06;0.00;309.63
12.00;309.40;p;2.06;1.10;74.48;0.00;1.87;309.63
12.50;307.60;y;0.09;0.09;74.48;24.99;0.00;307.85
12.50;307.60;p;1.93;0.92;99.46;0.00;1.82;307.85
12.20;305.80;y;0.19;0.08;99.46;-46.04;0.00;306.04
12.20;305.80;p;4.35;0.96;53.43;0.00;3.86;306.04
14.50;302.70;y;0.33;0.26;53.43;121.65;0.00;303.05
14.50;302.70;p;5.95;0.66;175.07;0.00;5.82;303.05
8.70;302.20;y;0.19;0.07;175.07;56.27;0.00;302.33
8.70;302.20;p;1.44;0.27;-128.66;0.00;1.28;302.33
7.90;303.20;y;0.16;0.02;-128.66;-37.30;0.00;303.30
7.90;303.20;p;2.25;0.04;-165.96;0.00;2.06;303.30
5.90;303.70;y;0.07;0.01;-165.96;-10.46;0.00;303.76
5.90;303.70;p;1.71;0.04;-176.42;0.00;1.60;303.76
4.30;303.80;y;0.32;0.00;-176.42;97.04;0.00;303.83
4.30;303.80;p;1.74;0.15;-79.38;0.00;1.63;303.83
4.60;305.40;y;0.09;0.05;-79.38;-17.94;0.00;305.43
4.60;305.40;p;5.66;0.10;-97.32;0.00;5.49;305.43
3.90;310.85;p;5.66;0.40;-97.32;0.00;5.49;310.87
3.20;316.30;y;0.38;0.14;-97.32;134.19;0.00;316.32
3.20;316.30;p;1.58;0.72;36.87;0.00;1.50;316.32
4.40;315.40;y;0.24;0.18;36.87;-70.05;0.00;315.43
4.40;315.40;p;7.00;0.80;-33.18;0.00;6.21;315.43
9.60;318.80;p;7.00;0.23;-33.18;0.00;6.21;318.94
14.80;322.20;y;0.29;0.21;-33.18;-105.04;0.00;322.54
14.80;322.20;p;6.78;0.47;-138.22;0.00;6.30;322.54
10.10;326.40;y;0.30;0.26;-138.22;-113.35;0.00;326.56
10.10;326.40;p;1.75;0.42;108.43;0.00;1.58;326.56
9.60;324.90;y;0.28;0.01;108.43;98.13;0.00;325.04
9.60;324.90;p;0.85;0.31;-153.43;0.00;0.67;325.04
9.00;325.20;y;0.11;0.04;-153.43;-23.20;0.00;325.32
9.00;325.20;p;3.52;0.42;-176.63;0.00;3.41;325.32
5.60;325.40;y;0.01;0.00;-176.63;-0.06;0.00;325.45
5.60;325.40;p;5.33;0.11;-176.70;0.00;5.21;325.45
0.40;325.70;y;0.43;0.03;-176.70;137.03;0.00;325.70
0.40;325.70;p;5.74;0.05;-39.67;0.00;5.33;325.70
4.50;329.10;y;0.08;0.00;-39.67;-5.33;0.00;329.13
4.50;329.10;p;0.68;0.10;-45.00;0.00;0.57;329.13
4.90;329.50;y;0.13;0.02;-45.00;-28.44;0.00;329.54
4.90;329.50;p;4.13;0.15;-73.44;0.00;3.86;329.54
6.00;333.20;y;0.10;0.03;-73.44;11.74;0.00;333.25
6.00;333.20;p;6.70;0.76;-61.70;0.00;5.91;333.25
8.80;338.40;y;0.09;0.06;-61.70;-29.99;0.00;338.51
8.80;338.40;p;3.52;0.69;-91.68;0.00;3.40;338.51
8.70;341.80;y;0.33;0.10;-91.68;126.90;0.00;341.91
8.70;341.80;p;4.70;0.30;35.22;0.00;4.16;341.91
12.10;339.40;y;0.17;0.10;35.22;58.15;0.00;339.62
12.10;339.40;p;3.52;0.46;93.37;0.00;3.41;339.62
11.90;336.00;y;0.38;0.15;93.37;-135.13;0.00;336.21
11.90;336.00;p;4.07;0.06;-41.76;0.00;3.75;336.21
14.70;338.50;y;0.07;0.00;-41.76;8.07;0.00;338.82
14.70;338.50;p;0.90;0.31;-33.69;0.00;0.72;338.82
15.30;338.90;y;0.15;0.09;-33.69;-45.45;0.00;339.25
15.30;338.90;p;7.54;0.57;-79.14;0.00;7.43;339.25
16.70;346.20;y;0.22;0.19;-79.14;-72.25;0.00;346.60
16.70;346.20;p;1.50;0.25;-151.39;0.00;1.25;346.60
15.60;346.80;y;0.15;0.04;-151.39;-44.56;0.00;347.15
15.60;346.80;p;0.86;0.21;164.05;0.00;0.73;347.15
14.90;346.60;y;0.07;0.02;164.05;1.01;0.00;346.92
14.90;346.60;p;1.72;1.16;165.07;0.00;1.55;346.92
13.40;346.20;y;0.32;0.29;165.07;108.51;0.00;346.46
13.40;346.20;p;1.72;0.84;-86.42;0.00;1.60;346.46
13.50;347.80;y;0.17;0.14;-86.42;-51.94;0.00;348.06
13.50;347.80;p;7.76;0.13;-138.37;0.00;7.22;348.06
8.10;352.60;y;0.07;0.00;-138.37;3.37;0.00;352.69
8.10;352.60;p;0.68;0.10;-135.00;0.00;0.57;352.69
7.70;353.00;y;0.08;0.00;-135.00;-15.26;0.00;353.08
7.70;353.00;p;1.00;0.35;-150.26;0.00;0.81;353.08
7.00;353.40;y;0.11;0.07;-150.26;-22.90;0.00;353.47
7.00;353.40;p;5.16;0.83;-173.16;0.00;5.04;353.47
2.00;354.00;y;0.08;0.04;-173.16;4.47;0.00;354.01
2.00;354.00;p;1.12;0.50;-168.69;0.00;1.02;354.01
1.00;354.20;y;0.06;0.00;-168.69;-1.85;0.00;354.20
1.00;354.20;p;0.71;0.06;-170.54;0.00;0.61;354.20
0.40;354.30;y;0.41;0.00;-170.54;125.54;0.00;354.30
0.40;354.30;p;0.38;0.00;-45.00;0.00;0.28;354.30
0.60;354.50;y;0.07;0.00;-45.00;3.81;0.00;354.50
0.60;354.50;p;2.34;0.86;-41.19;0.00;2.13;354.50
2.20;355.90;y;0.17;0.14;-41.19;-48.81;0.00;355.91
2.20;355.90;p;0.88;0.64;-90.00;0.00;0.70;355.91
2.20;356.60;y;0.12;0.02;-90.00;-29.74;0.00;356.61
2.20;356.60;p;1.00;0.19;-119.74;0.00;0.81;356.61
1.80;357.30;y;0.26;0.01;-119.74;81.87;0.00;357.30
1.80;357.30;p;1.29;0.51;-37.87;0.00;1.14;357.30
2.70;358.00;y;0.07;0.07;-37.87;10.47;0.00;358.01
2.70;358.00;p;6.90;0.53;-27.41;0.00;6.08;358.01
8.10;360.80;y;0.16;0.02;-27.41;-38.15;0.00;360.89
8.10;360.80;p;1.45;0.66;-65.56;0.00;1.21;360.89
8.60;361.90;y;0.21;0.21;-65.56;-82.84;0.00;362.00
8.60;361.90;p;6.90;0.40;-148.39;0.00;6.11;362.00
3.40;365.10;y;0.32;0.01;-148.39;122.62;0.00;365.12
3.40;365.10;p;3.70;0.06;-25.77;0.00;3.22;365.12
6.30;366.50;y;0.18;0.03;-25.77;-52.92;0.00;366.55
6.30;366.50;p;8.26;0.44;-78.69;0.00;8.16;366.55
7.90;374.50;y;0.07;0.04;-78.69;-12.92;0.00;374.58
7.90;374.50;p;7.22;0.43;-91.61;0.00;7.10;374.58
7.70;381.60;y;0.12;0.01;-91.61;20.05;0.00;381.68
7.70;381.60;p;0.43;0.09;-71.57;0.00;0.32;381.68
7.80;381.90;y;0.13;0.04;-71.57;-47.49;0.00;381.98
7.80;381.90;p;1.25;0.46;-119.05;0.00;1.03;381.98
7.30;382.80;y;0.15;0.06;-119.05;-34.38;0.00;382.87
7.30;382.80;p;1.35;0.34;-153.43;0.00;1.12;382.87
6.30;383.30;y;0.24;0.00;-153.43;70.56;0.00;383.35
6.30;383.30;p;0.92;0.15;-82.87;0.00;0.81;383.35
6.40;384.10;y;0.09;0.02;-82.87;-24.23;0.00;384.15
6.40;384.10;p;1.52;0.20;-107.10;0.00;1.36;384.15
6.00;385.40;y;0.09;0.02;-107.10;19.71;0.00;385.45
6.00;385.40;p;6.73;0.07;-87.40;0.00;6.61;385.45
6.30;392.00;y;0.12;0.03;-87.40;-41.26;0.00;392.05
6.30;392.00;p;0.76;0.42;-128.66;0.00;0.64;392.05
5.90;392.50;y;0.21;0.18;-128.66;-60.80;0.00;392.54
5.90;392.50;p;1.32;0.26;170.54;0.00;1.22;392.54
4.70;392.30;y;0.35;0.00;170.54;107.59;0.00;392.33
4.70;392.30;p;0.81;0.16;-81.87;0.00;0.71;392.33
4.80;393.00;y;0.14;0.10;-81.87;-42.48;0.00;393.03
4.80;393.00;p;8.16;0.17;-124.35;0.00;7.27;393.03
0.70;399.00;y;0.35;0.02;-124.35;122.30;0.00;399.00
0.70;399.00;p;2.91;0.52;-2.05;0.00;2.80;399.00
3.50;399.10;y;0.09;0.08;-2.05;23.59;0.00;399.12
3.50;399.10;p;4.35;0.82;21.54;0.00;4.09;399.12
7.30;397.60;y;0.07;0.03;21.54;-2.69;0.00;397.67
7.30;397.60;p;4.62;1.00;18.85;0.00;4.33;397.67
11.40;396.20;y;0.22;0.19;18.85;80.35;0.00;396.36
11.40;396.20;p;7.67;0.33;99.20;0.00;7.19;396.36
10.25;389.10;p;7.68;0.85;99.20;0.00;7.19;389.23
9.10;382.00;y;0.27;0.23;99.20;-74.43;0.00;382.11
9.10;382.00;p;1.70;0.95;24.78;0.00;1.43;382.11
10.40;381.40;y;0.12;0.02;24.78;-28.35;0.00;381.54
10.40;381.40;p;1.71;0.88;-3.58;0.00;1.60;381.54
12.00;381.50;y;0.15;0.04;-3.58;-37.02;0.00;381.69
12.00;381.50;p;1.06;0.52;-40.60;0.00;0.92;381.69
12.70;382.10;y;0.10;0.00;-40.60;-14.41;0.00;382.31
12.70;382.10;p;1.45;0.11;-55.01;0.00;1.22;382.31
13.40;383.10;y;0.16;0.03;-55.01;-53.43;0.00;383.33
13.40;383.10;p;0.76;0.09;-108.43;0.00;0.63;383.33
13.20;383.70;y;0.25;0.01;-108.43;69.78;0.00;383.93
13.20;383.70;p;0.76;0.03;-38.66;0.00;0.64;383.93
13.70;384.10;y;0.32;0.03;-38.66;123.90;0.00;384.34
13.70;384.10;p;1.32;0.04;85.24;0.00;1.20;384.34
13.80;382.90;y;0.40;0.00;85.24;-130.24;0.00;383.15
13.80;382.90;p;1.13;0.19;-45.00;0.00;0.99;383.15
14.50;383.60;y;0.08;0.00;-45.00;-12.99;0.00;383.87
14.50;383.60;p;7.52;0.27;-57.99;0.00;6.60;383.87
18.00;389.20;p;7.52;0.38;-57.99;0.00;6.60;389.62
21.50;394.80;y;0.24;0.21;-57.99;99.05;0.00;395.38
21.50;394.80;p;4.45;0.21;41.05;0.00;4.11;395.38
24.60;392.10;y;0.13;0.02;41.05;28.83;0.00;392.87
24.60;392.10;p;6.06;0.00;69.88;0.00;5.38;392.87
26.45;387.05;p;6.06;0.04;69.88;0.00;5.38;387.95
28.30;382.00;y;0.10;0.00;69.88;-19.69;0.00;383.05
28.30;382.00;p;0.92;0.09;50.19;0.00;0.78;383.05
28.80;381.40;y;0.10;0.04;50.19;25.77;0.00;382.49
28.80;381.40;p;1.86;0.05;75.96;0.00;1.65;382.49
29.20;379.80;y;0.11;0.00;75.96;44.29;0.00;380.92
29.20;379.80;p;1.65;0.69;120.26;0.00;1.39;380.92
28.50;378.60;y;0.17;0.10;120.26;34.97;0.00;379.67
28.50;378.60;p;1.70;0.64;155.22;0.00;1.43;379.67
27.20;378.00;y;0.39;0.14;155.22;-134.19;0.00;378.98
27.20;378.00;p;1.55;0.05;21.04;0.00;1.39;378.98
28.50;377.50;y;0.09;0.00;21.04;-7.00;0.00;378.57
28.50;377.50;p;0.53;0.05;14.04;0.00;0.41;378.57
28.90;377.40;y;0.19;0.00;14.04;55.41;0.00;378.50
28.90;377.40;p;1.00;0.12;69.44;0.00;0.85;378.50
29.20;376.60;y;0.26;0.02;69.44;-78.42;0.00;377.73
29.20;376.60;p;2.03;0.15;-8.97;0.00;1.92;377.73
31.10;376.90;y;0.15;0.06;-8.97;35.54;0.00;378.18
31.10;376.90;p;1.35;0.35;26.57;0.00;1.12;378.18
32.10;376.40;y;0.24;0.13;26.57;83.42;0.00;377.77
32.10;376.40;p;1.32;0.20;109.98;0.00;1.17;377.77
31.70;375.30;y;0.08;0.02;109.98;12.14;0.00;376.64
31.70;375.30;p;5.75;0.05;122.12;0.00;5.08;376.64
29.00;371.00;y;0.05;0.00;122.12;6.53;0.00;372.13
29.00;371.00;p;1.44;0.10;128.66;0.00;1.28;372.13
28.20;370.00;y;0.39;0.02;128.66;-128.66;0.00;371.07
28.20;370.00;p;1.65;0.36;-0.00;0.00;1.40;371.07
29.60;370.00;y;0.07;0.02;-0.00;15.95;0.00;371.18
29.60;370.00;p;0.86;0.45;15.95;0.00;0.73;371.18
30.30;369.80;y;0.27;0.01;15.95;95.86;0.00;371.04
30.30;369.80;p;1.22;0.12;111.80;0.00;1.08;371.04
29.90;368.80;y;0.13;0.01;111.80;24.03;0.00;370.01
29.90;368.80;p;5.26;0.34;135.83;0.00;4.88;370.01
