x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
328.20;217.90;p;6.01;0.05;100.74;0.00;5.90;393.95
327.10;212.10;y;0.22;0.00;100.74;-59.11;0.00;389.85
327.10;212.10;p;1.36;0.68;41.63;0.00;1.20;389.85
328.00;211.30;y;0.16;0.08;41.63;-41.63;0.00;390.17
328.00;211.30;p;1.21;0.73;-0.00;0.00;0.90;390.17
328.90;211.30;y;0.22;0.06;-0.00;81.66;0.00;390.93
328.90;211.30;p;7.71;0.41;81.66;0.00;7.58;390.93
330.00;203.80;y;0.44;0.16;81.66;-148.46;0.00;387.86
330.00;203.80;p;0.89;0.01;-66.80;0.00;0.76;387.86
330.30;204.50;y;0.07;0.01;-66.80;-13.31;0.00;388.48
330.30;204.50;p;5.97;0.00;-80.11;0.00;5.53;388.48
331.25;209.95;p;5.97;0.06;-80.11;0.00;5.53;392.18
332.20;215.40;y;0.13;0.02;-80.11;32.10;0.00;395.92
332.20;215.40;p;7.23;0.55;-48.01;0.00;6.73;395.92
336.70;220.40;y;0.10;0.10;-48.01;-17.54;0.00;402.42
336.70;220.40;p;1.45;0.50;-65.56;0.00;1.21;402.42
337.20;221.50;y;0.27;0.03;-65.56;-97.74;0.00;403.44
337.20;221.50;p;1.19;0.10;-163.30;0.00;1.04;403.44
336.20;221.80;y;0.24;0.03;-163.30;-83.50;0.00;402.77
336.20;221.80;p;1.68;0.11;113.20;0.00;1.52;402.77
335.60;220.40;y;0.36;0.02;113.20;128.73;0.00;401.50
335.60;220.40;p;2.00;0.03;-118.07;0.00;1.70;401.50
334.80;221.90;y;0.26;0.01;-118.07;87.11;0.00;401.66
334.80;221.90;p;0.75;0.07;-30.96;0.00;0.58;401.66
335.30;222.20;y;0.14;0.02;-30.96;-51.91;0.00;402.24
335.30;222.20;p;0.92;0.59;-82.87;0.00;0.81;402.24
335.40;223.00;y;0.09;0.06;-82.87;16.50;0.00;402.77
335.40;223.00;p;2.06;1.44;-66.37;0.00;1.75;402.77
336.10;224.60;y;0.11;0.06;-66.37;-40.52;0.00;404.24
336.10;224.60;p;6.22;1.32;-106.89;0.00;5.85;404.24
334.40;230.20;y;0.07;0.04;-106.89;-4.91;0.00;405.97
334.40;230.20;p;3.46;0.98;-111.80;0.00;3.23;405.97
333.20;233.20;y;0.13;0.10;-111.80;-30.79;0.00;406.70
333.20;233.20;p;2.35;1.23;-142.59;0.00;2.14;406.70
331.50;234.50;y;0.24;0.24;-142.59;-94.61;0.00;406.06
331.50;234.50;p;6.05;0.83;122.80;0.00;5.35;406.06
328.60;230.00;y;0.41;0.14;122.80;136.90;0.00;401.10
328.60;230.00;p;3.46;0.26;-100.30;0.00;3.35;401.10
328.00;233.30;y;0.34;0.13;-100.30;-138.73;0.00;402.51
328.00;233.30;p;1.40;0.26;120.96;0.00;1.17;402.51
327.40;232.30;y;0.41;0.14;120.96;137.73;0.00;401.44
327.40;232.30;p;0.61;0.02;-101.31;0.00;0.51;401.44
327.30;232.80;y;0.18;0.00;-101.31;-60.26;0.00;401.65
327.30;232.80;p;0.76;0.19;-161.57;0.00;0.63;401.65
326.70;233.00;y;0.32;0.08;-161.57;-108.43;0.00;401.28
326.70;233.00;p;2.03;0.31;90.00;0.00;1.80;401.28
326.70;231.20;y;0.17;0.10;90.00;48.01;0.00;400.23
326.70;231.20;p;2.94;0.43;138.01;0.00;2.69;400.23
324.70;229.40;y;0.30;0.11;138.01;105.42;0.00;397.56
324.70;229.40;p;4.78;0.31;-116.57;0.00;4.02;397.56
322.90;233.00;y;0.36;0.20;-116.57;-135.47;0.00;398.19
322.90;233.00;p;4.16;0.54;107.97;0.00;3.89;398.19
321.70;229.30;y;0.32;0.23;107.97;115.60;0.00;395.06
321.70;229.30;p;6.09;0.47;-136.43;0.00;5.66;395.06
317.60;233.20;y;0.10;0.10;-136.43;-21.77;0.00;394.02
317.60;233.20;p;2.34;0.29;-158.20;0.00;2.15;394.02
315.60;234.00;y;0.11;0.01;-158.20;17.49;0.00;392.89
315.60;234.00;p;1.59;0.30;-140.71;0.00;1.42;392.89
314.50;234.90;y;0.17;0.02;-140.71;-52.37;0.00;392.54
314.50;234.90;p;5.59;0.00;166.92;0.00;5.08;392.54
309.55;233.75;p;5.59;0.11;166.92;0.00;5.08;387.89
304.60;232.60;y;0.15;0.00;166.92;42.82;0.00;383.25
304.60;232.60;p;1.00;0.35;-150.26;0.00;0.81;383.25
303.90;233.00;y;0.29;0.11;-150.26;93.95;0.00;382.94
303.90;233.00;p;0.50;0.07;-56.31;0.00;0.36;382.94
304.10;233.30;y;0.08;0.01;-56.31;16.50;0.00;383.28
304.10;233.30;p;0.91;0.40;-39.81;0.00;0.78;383.28
304.70;233.80;y;0.10;0.02;-39.81;-12.83;0.00;384.06
304.70;233.80;p;7.42;1.16;-52.63;0.00;6.92;384.06
308.90;239.30;y;0.09;0.06;-52.63;-17.88;0.00;390.75
308.90;239.30;p;7.29;1.37;-70.51;0.00;6.89;390.75
311.20;245.80;y;0.10;0.03;-70.51;16.05;0.00;396.56
311.20;245.80;p;2.95;1.19;-54.46;0.00;2.58;396.56
312.70;247.90;y;0.31;0.30;-54.46;128.60;0.00;399.04
312.70;247.90;p;9.66;0.16;74.14;0.00;9.15;399.04
315.20;239.10;y;0.07;0.01;74.14;18.87;0.00;395.63
315.20;239.10;p;3.92;0.12;93.01;0.00;3.81;395.63
315.00;235.30;y;0.15;0.01;93.01;-33.98;0.00;393.18
315.00;235.30;p;0.75;0.16;59.04;0.00;0.58;393.18
315.30;234.80;y;0.25;0.00;59.04;-95.57;0.00;393.12
315.30;234.80;p;3.80;0.10;-36.53;0.00;3.36;393.12
318.00;236.80;y;0.06;0.00;-36.53;2.84;0.00;396.48
318.00;236.80;p;0.50;0.00;-33.69;0.00;0.36;396.48
318.30;237.00;y;0.10;0.00;-33.69;-21.76;0.00;396.84
318.30;237.00;p;8.30;0.52;-55.45;0.00;7.41;396.84
322.50;243.10;y;0.14;0.11;-55.45;47.69;0.00;403.86
322.50;243.10;p;2.33;0.39;-7.77;0.00;2.22;403.86
324.70;243.40;y;0.13;0.00;-7.77;-23.20;0.00;405.80
324.70;243.40;p;0.75;0.04;-30.96;0.00;0.58;405.80
325.20;243.70;y;0.12;0.02;-30.96;-32.47;0.00;406.38
325.20;243.70;p;0.88;0.52;-63.43;0.00;0.67;406.38
325.50;244.30;y;0.28;0.23;-63.43;-111.12;0.00;406.98
325.50;244.30;p;4.34;0.65;-174.56;0.00;4.22;406.98
321.30;244.70;y;0.26;0.15;-174.56;81.88;0.00;403.87
321.30;244.70;p;6.54;0.16;-92.68;0.00;6.41;403.87
321.00;251.10;p;6.54;0.15;-92.68;0.00;6.41;407.54
320.70;257.50;y;0.12;0.03;-92.68;22.02;0.00;411.28
320.70;257.50;p;6.40;0.62;-70.67;0.00;6.04;411.28
322.70;263.20;y;0.24;0.20;-70.67;-82.77;0.00;416.42
322.70;263.20;p;0.85;0.26;-153.43;0.00;0.67;416.42
322.10;263.50;y;0.09;0.01;-153.43;26.57;0.00;416.15
322.10;263.50;p;0.72;0.11;-126.87;0.00;0.50;416.15
321.80;263.90;y;0.28;0.00;-126.87;81.87;0.00;416.17
321.80;263.90;p;0.38;0.03;-45.00;0.00;0.28;416.17
322.00;264.10;y;0.22;0.00;-45.00;-74.74;0.00;416.45
322.00;264.10;p;1.00;0.11;-119.74;0.00;0.81;416.45
321.60;264.80;y;0.13;0.01;-119.74;-41.82;0.00;416.59
321.60;264.80;p;0.76;0.15;-161.57;0.00;0.63;416.59
321.00;265.00;y;0.11;0.01;-161.57;21.37;0.00;416.25
321.00;265.00;p;0.91;0.10;-140.19;0.00;0.78;416.25
320.40;265.50;y;0.16;0.02;-140.19;39.57;0.00;416.11
320.40;265.50;p;1.74;0.10;-100.62;0.00;1.63;416.11
320.10;267.10;y;0.05;0.00;-100.62;-5.86;0.00;416.90
320.10;267.10;p;5.68;0.06;-106.48;0.00;5.11;416.90
318.65;272.00;p;5.69;0.00;-106.48;0.00;5.11;418.95
317.20;276.90;y;0.42;0.00;-106.48;-161.43;0.00;421.06
317.20;276.90;p;7.30;0.00;92.09;0.00;6.85;421.06
316.95;270.05;p;7.32;0.20;92.09;0.00;6.85;416.39
316.70;263.20;y;0.26;0.00;92.09;82.72;0.00;411.79
316.70;263.20;p;1.21;0.82;174.81;0.00;1.10;411.79
315.60;263.10;y;0.19;0.19;174.81;52.97;0.00;410.88
315.60;263.10;p;7.84;0.71;-132.22;0.00;7.29;410.88
310.70;268.50;y;0.21;0.00;-132.22;-53.49;0.00;410.64
310.70;268.50;p;1.11;0.50;174.29;0.00;1.00;410.64
309.70;268.40;y;0.13;0.07;174.29;-53.03;0.00;409.82
309.70;268.40;p;7.40;0.73;121.26;0.00;6.55;409.82
306.30;262.80;y;0.41;0.26;121.26;142.19;0.00;403.59
306.30;262.80;p;6.27;0.10;-96.55;0.00;6.14;403.59
305.60;268.90;y;0.07;0.00;-96.55;-20.46;0.00;407.06
305.60;268.90;p;6.49;0.06;-117.00;0.00;5.84;407.06
302.95;274.10;p;6.50;0.03;-117.00;0.00;5.84;408.55
300.30;279.30;y;0.13;0.02;-117.00;27.00;0.00;410.11
300.30;279.30;p;0.44;0.09;-90.00;0.00;0.40;410.11
300.30;279.70;y;0.06;0.00;-90.00;2.12;0.00;410.38
300.30;279.70;p;2.81;0.09;-87.88;0.00;2.70;410.38
300.40;282.40;y;0.12;0.00;-87.88;19.68;0.00;412.30
300.40;282.40;p;0.66;0.15;-68.20;0.00;0.54;412.30
300.60;282.90;y;0.07;0.03;-68.20;-11.18;0.00;412.79
300.60;282.90;p;6.66;0.26;-79.38;0.00;6.51;412.79
301.80;289.30;y;0.29;0.12;-79.38;105.59;0.00;418.06
301.80;289.30;p;8.20;0.72;26.21;0.00;7.24;418.06
308.30;286.10;y;0.18;0.11;26.21;57.21;0.00;420.60
308.30;286.10;p;8.02;0.98;83.42;0.00;7.85;420.60
309.20;278.30;y;0.46;0.34;83.42;-158.12;0.00;416.00
309.20;278.30;p;6.11;0.06;-74.70;0.00;5.49;416.00
310.65;283.60;p;6.10;0.23;-74.70;0.00;5.49;420.63
312.10;288.90;y;0.05;0.03;-74.70;-1.26;0.00;425.29
312.10;288.90;p;0.98;0.25;-75.96;0.00;0.82;425.29
312.30;289.70;y;0.07;0.02;-75.96;-16.33;0.00;425.98
312.30;289.70;p;2.61;0.36;-92.29;0.00;2.50;425.98
312.20;292.20;y;0.39;0.21;-92.29;145.91;0.00;427.61
312.20;292.20;p;2.70;1.11;53.62;0.00;2.36;427.61
313.60;290.30;y;0.05;0.00;53.62;4.32;0.00;427.34
313.60;290.30;p;6.00;0.98;57.94;0.00;5.37;427.34
316.45;285.75;p;5.98;0.30;57.94;0.00;5.37;426.37
319.30;281.20;y;0.34;0.17;57.94;-138.48;0.00;425.47
319.30;281.20;p;1.93;0.16;-80.54;0.00;1.82;425.47
319.60;283.00;y;0.09;0.02;-80.54;13.47;0.00;426.89
319.60;283.00;p;3.03;0.27;-67.07;0.00;2.82;426.89
320.70;285.60;y;0.09;0.04;-67.07;-25.42;0.00;429.44
320.70;285.60;p;4.72;0.26;-92.49;0.00;4.60;429.44
320.50;290.20;y;0.26;0.07;-92.49;90.64;0.00;432.36
320.50;290.20;p;6.32;0.80;-1.85;0.00;6.20;432.36
326.70;290.40;y;0.09;0.00;-1.85;-4.49;0.00;437.11
326.70;290.40;p;6.47;0.76;-6.34;0.00;6.34;437.11
333.00;291.10;y;0.24;0.00;-6.34;-70.27;0.00;442.30
333.00;291.10;p;2.35;0.89;-76.61;0.00;2.16;442.30
333.50;293.20;y;0.16;0.12;-76.61;37.95;0.00;444.06
333.50;293.20;p;1.44;0.92;-38.66;0.00;1.28;444.06
334.50;294.00;y;0.32;0.14;-38.66;132.47;0.00;445.34
334.50;294.00;p;1.61;0.65;93.81;0.00;1.50;445.34
334.40;292.50;y;0.01;0.00;93.81;0.58;0.00;444.27
334.40;292.50;p;1.41;0.75;94.40;0.00;1.30;444.27
334.30;291.20;y;0.12;0.02;94.40;27.61;0.00;443.34
334.30;291.20;p;1.16;0.47;122.01;0.00;0.94;443.34
333.80;290.40;y;0.10;0.00;122.01;-10.31;0.00;442.44
333.80;290.40;p;5.64;0.16;111.70;0.00;5.00;442.44
331.95;285.75;p;5.63;0.33;111.70;0.00;5.00;438.00
330.10;281.10;y;0.22;0.06;111.70;-56.69;0.00;433.57
330.10;281.10;p;1.46;0.56;55.01;0.00;1.22;433.57
330.80;280.10;y;0.22;0.11;55.01;-65.09;0.00;433.46
330.80;280.10;p;4.68;0.64;-10.08;0.00;4.57;433.46
335.30;280.90;y;0.15;0.06;-10.08;36.65;0.00;437.41
335.30;280.90;p;1.60;0.50;26.57;0.00;1.34;437.41
336.50;280.30;y;0.30;0.06;26.57;-102.75;0.00;437.95
336.50;280.30;p;6.65;0.30;-76.18;0.00;6.28;437.95
338.00;286.40;y;0.18;0.08;-76.18;54.38;0.00;443.02
338.00;286.40;p;0.66;0.18;-21.80;0.00;0.54;443.02
338.50;286.60;y;0.18;0.00;-21.80;-41.63;0.00;443.53
338.50;286.60;p;2.70;0.14;-63.43;0.00;2.24;443.53
339.50;288.60;y;0.23;0.10;-63.43;83.99;0.00;445.59
339.50;288.60;p;0.99;0.21;20.56;0.00;0.85;445.59
340.30;288.30;y;0.18;0.09;20.56;62.04;0.00;446.01
340.30;288.30;p;7.90;0.54;82.60;0.00;7.76;446.01
341.30;280.60;y;0.39;0.18;82.60;-127.60;0.00;441.84
341.30;280.60;p;1.13;0.16;-45.00;0.00;0.99;441.84
342.00;281.30;y;0.09;0.00;-45.00;16.70;0.00;442.82
342.00;281.30;p;6.70;0.09;-28.30;0.00;5.91;442.82
347.20;284.10;y;0.19;0.03;-28.30;58.05;0.00;448.62
347.20;284.10;p;1.00;0.20;29.74;0.00;0.81;448.62
347.90;283.70;y;0.18;0.01;29.74;-53.71;0.00;448.91
347.90;283.70;p;1.20;0.25;-23.96;0.00;0.98;448.91
348.80;284.10;y;0.33;0.13;-23.96;-121.05;0.00;449.86
348.80;284.10;p;1.45;0.33;-145.01;0.00;1.22;449.86
347.80;284.80;y;0.11;0.01;-145.01;25.26;0.00;449.53
347.80;284.80;p;1.00;0.25;-119.74;0.00;0.81;449.53
347.40;285.50;y;0.08;0.02;-119.74;8.71;0.00;449.66
347.40;285.50;p;7.35;0.11;-111.04;0.00;6.96;449.66
344.90;292.00;y;0.29;0.03;-111.04;95.09;0.00;451.91
344.90;292.00;p;2.38;0.26;-15.95;0.00;2.18;451.91
347.00;292.60;y;0.26;0.19;-15.95;99.61;0.00;453.90
347.00;292.60;p;1.01;0.07;83.66;0.00;0.91;453.90
347.10;291.70;y;0.27;0.00;83.66;-83.66;0.00;453.40
347.10;291.70;p;1.10;0.02;0.00;0.00;0.90;453.40
348.00;291.70;y;0.01;0.01;0.00;0.00;0.00;454.08
348.00;291.70;p;1.00;0.09;0.00;0.00;0.80;454.08
348.80;291.70;y;0.20;0.04;0.00;63.43;0.00;454.70
348.80;291.70;p;1.14;0.20;63.43;0.00;0.89;454.70
349.20;290.90;y;0.28;0.07;63.43;-98.43;0.00;454.49
349.20;290.90;p;1.45;0.42;-34.99;0.00;1.22;454.49
350.20;291.60;y;0.06;0.03;-34.99;-6.33;0.00;455.71
350.20;291.60;p;8.29;0.62;-41.33;0.00;7.72;455.71
356.00;296.70;y;0.17;0.13;-41.33;66.34;0.00;463.43
356.00;296.70;p;1.95;0.14;25.02;0.00;1.66;463.43
357.50;296.00;y;0.08;0.00;25.02;4.73;0.00;464.14
357.50;296.00;p;1.00;0.08;29.74;0.00;0.81;464.14
358.20;295.60;y;0.10;0.00;29.74;26.57;0.00;464.42
358.20;295.60;p;0.50;0.09;56.31;0.00;0.36;464.42
358.40;295.30;y;0.36;0.03;56.31;-146.31;0.00;464.38
358.40;295.30;p;0.94;0.01;-90.00;0.00;0.80;464.38
358.40;296.10;y;0.24;0.03;-90.00;-90.00;0.00;464.89
358.40;296.10;p;0.44;0.00;180.00;0.00;0.30;464.89
358.10;296.10;y;0.23;0.00;180.00;67.17;0.00;464.66
358.10;296.10;p;2.24;0.55;-112.83;0.00;2.06;464.66
357.30;298.00;y;0.12;0.08;-112.83;22.83;0.00;465.26
357.30;298.00;p;2.05;1.12;-90.00;0.00;1.80;465.26
357.30;299.80;y;0.35;0.23;-90.00;127.57;0.00;466.42
357.30;299.80;p;1.82;0.23;37.57;0.00;1.64;466.42
358.60;298.80;y;0.10;0.01;37.57;16.05;0.00;466.77
358.60;298.80;p;2.70;0.08;53.62;0.00;2.36;466.77
360.00;296.90;y;0.18;0.00;53.62;-47.73;0.00;466.64
360.00;296.90;p;9.90;0.08;5.89;0.00;9.75;466.64
369.70;295.90;y;0.27;0.05;5.89;109.06;0.00;473.53
369.70;295.90;p;10.70;0.34;114.94;0.00;9.48;473.53
365.70;287.30;y;0.10;0.05;114.94;16.93;0.00;465.06
365.70;287.30;p;4.22;0.44;131.88;0.00;3.89;465.06
363.10;284.40;y;0.26;0.09;131.88;67.66;0.00;461.22
363.10;284.40;p;6.96;0.26;-160.46;0.00;6.58;461.22
356.90;286.60;y;0.19;0.02;-160.46;52.03;0.00;457.73
356.90;286.60;p;4.39;0.23;-108.43;0.00;4.11;457.73
355.60;290.50;y;0.31;0.12;-108.43;-128.01;0.00;459.17
355.60;290.50;p;6.37;0.02;123.55;0.00;5.88;459.17
352.35;285.60;p;6.38;0.21;123.55;0.00;5.88;453.56
349.10;280.70;y;0.10;0.02;123.55;15.63;0.00;447.95
349.10;280.70;p;3.17;0.11;139.18;0.00;2.91;447.95
346.90;278.80;y;0.08;0.00;139.18;-18.22;0.00;445.05
346.90;278.80;p;0.75;0.11;120.96;0.00;0.58;445.05
346.60;278.30;y;0.01;0.00;120.96;-0.14;0.00;444.50
346.60;278.30;p;8.15;0.75;120.83;0.00;7.22;444.50
342.90;272.10;y;0.05;0.03;120.83;10.36;0.00;437.74
342.90;272.10;p;2.36;0.06;131.19;0.00;2.13;437.74
341.50;270.50;y;0.48;0.00;131.19;-167.66;0.00;435.65
341.50;270.50;p;3.25;0.33;-36.47;0.00;2.86;435.65
343.80;272.20;y;0.10;0.06;-36.47;-19.84;0.00;438.51
343.80;272.20;p;0.50;0.27;-56.31;0.00;0.36;438.51
344.00;272.50;y;0.14;0.01;-56.31;45.69;0.00;438.85
344.00;272.50;p;1.73;0.55;-10.62;0.00;1.63;438.85
345.60;272.80;y;0.24;0.14;-10.62;82.80;0.00;440.29
345.60;272.80;p;3.18;0.80;72.18;0.00;2.94;440.29
346.50;270.00;y;0.15;0.00;72.18;-45.62;0.00;439.27
346.50;270.00;p;0.60;0.09;26.57;0.00;0.45;439.27
346.90;269.80;y;0.13;0.01;26.57;26.57;0.00;439.47
346.90;269.80;p;0.62;0.04;53.13;0.00;0.50;439.47
347.20;269.40;y;0.44;0.02;53.13;-163.69;0.00;439.46
347.20;269.40;p;1.00;0.03;-110.56;0.00;0.85;439.46
346.90;270.20;y;0.12;0.00;-110.56;20.56;0.00;439.71
346.90;270.20;p;0.89;0.36;-90.00;0.00;0.70;439.71
346.90;270.90;y;0.27;0.14;-90.00;90.00;0.00;440.14
346.90;270.90;p;1.43;0.55;-0.00;0.00;1.30;440.14
348.20;270.90;y;0.13;0.02;-0.00;37.87;0.00;441.17
348.20;270.90;p;1.29;0.34;37.87;0.00;1.14;441.17
349.10;270.20;y;0.24;0.14;37.87;82.86;0.00;441.45
349.10;270.20;p;4.90;0.60;120.74;0.00;4.30;441.45
346.90;266.50;y;0.10;0.04;120.74;16.99;0.00;437.45
346.90;266.50;p;1.66;0.58;137.73;0.00;1.49;437.45
345.80;265.50;y;0.46;0.14;137.73;-146.26;0.00;435.97
345.80;265.50;p;2.13;0.26;-8.53;0.00;2.02;435.97
347.80;265.80;y;0.11;0.02;-8.53;25.77;0.00;437.74
347.80;265.80;p;3.27;0.63;17.24;0.00;3.04;437.74
350.70;264.90;y;0.30;0.19;17.24;-104.52;0.00;439.50
350.70;264.90;p;4.32;0.30;-87.27;0.00;4.20;439.50
350.90;269.10;y;0.19;0.01;-87.27;54.13;0.00;442.21
350.90;269.10;p;6.60;0.14;-33.15;0.00;5.85;442.21
355.80;272.30;p;6.60;0.06;-33.15;0.00;5.85;448.04
360.70;275.50;y;0.06;0.01;-33.15;2.18;0.00;453.88
360.70;275.50;p;1.40;0.44;-30.96;0.00;1.17;453.88
361.70;276.10;y;0.15;0.04;-30.96;41.27;0.00;455.04
361.70;276.10;p;2.34;0.36;10.30;0.00;2.24;455.04
363.90;275.70;y;0.26;0.00;10.30;-77.11;0.00;456.55
363.90;275.70;p;0.89;0.23;-66.80;0.00;0.76;456.55
364.20;276.40;y;0.27;0.17;-66.80;94.87;0.00;457.21
364.20;276.40;p;2.00;0.25;28.07;0.00;1.70;457.21
365.70;275.60;y;0.20;0.09;28.07;61.93;0.00;457.92
365.70;275.60;p;1.22;0.37;90.00;0.00;1.00;457.92
365.70;274.60;y;0.33;0.11;90.00;-123.69;0.00;457.32
365.70;274.60;p;1.70;0.10;-33.69;0.00;1.44;457.32
366.90;275.40;y;0.24;0.01;-33.69;-93.18;0.00;458.76
366.90;275.40;p;0.64;0.03;-126.87;0.00;0.50;458.76
366.60;275.80;y;0.19;0.02;-126.87;43.21;0.00;458.76
366.60;275.80;p;1.01;0.05;-83.66;0.00;0.91;458.76
366.70;276.70;y;0.21;0.00;-83.66;69.19;0.00;459.38
366.70;276.70;p;3.44;0.66;-14.47;0.00;3.20;459.38
369.80;277.50;y;0.26;0.24;-14.47;93.16;0.00;462.34
369.80;277.50;p;2.65;0.87;78.69;0.00;2.55;462.34
370.30;275.00;y;0.19;0.12;78.69;59.04;0.00;461.25
370.30;275.00;p;4.82;0.59;137.73;0.00;4.46;461.25
367.00;272.00;y;0.08;0.00;137.73;-5.91;0.00;456.81
367.00;272.00;p;5.50;0.16;131.82;0.00;5.10;456.81
363.60;268.20;p;5.50;0.05;131.82;0.00;5.10;451.81
360.20;264.40;y;0.37;0.00;131.82;-124.23;0.00;446.82
360.20;264.40;p;6.99;0.00;7.59;0.00;6.81;446.82
366.95;263.50;p;6.98;0.63;7.59;0.00;6.81;451.76
373.70;262.60;y;0.15;0.08;7.59;-26.77;0.00;456.74
373.70;262.60;p;2.64;1.01;-19.18;0.00;2.44;456.74
376.00;263.40;y;0.21;0.16;-19.18;64.18;0.00;459.08
376.00;263.40;p;1.43;0.32;45.00;0.00;1.27;459.08
376.90;262.50;y;0.17;0.02;45.00;54.46;0.00;459.30
376.90;262.50;p;1.32;0.76;99.46;0.00;1.22;459.30
376.70;261.30;y;0.15;0.06;99.46;-34.66;0.00;458.45
376.70;261.30;p;2.20;0.83;64.80;0.00;1.88;458.45
377.50;259.60;y;0.10;0.01;64.80;-16.79;0.00;458.15
377.50;259.60;p;1.52;0.26;48.01;0.00;1.35;458.15
378.40;258.60;y;0.13;0.04;48.01;44.48;0.00;458.32
378.40;258.60;p;2.41;0.73;92.49;0.00;2.30;458.32
378.30;256.30;y;0.17;0.08;92.49;51.48;0.00;456.95
378.30;256.30;p;1.60;0.33;143.97;0.00;1.36;456.95
377.20;255.50;y;0.41;0.07;143.97;137.34;0.00;455.59
377.20;255.50;p;1.63;0.49;-78.69;0.00;1.53;455.59
377.50;257.00;y;0.17;0.09;-78.69;-56.31;0.00;456.68
377.50;257.00;p;1.43;0.60;-135.00;0.00;1.27;456.68
376.60;257.90;y;0.07;0.02;-135.00;12.99;0.00;456.44
376.60;257.90;p;3.28;0.60;-122.01;0.00;2.83;456.44
375.10;260.30;y;0.10;0.00;-122.01;7.56;0.00;456.57
375.10;260.30;p;1.45;0.69;-114.44;0.00;1.21;456.57
374.60;261.40;y;0.45;0.40;-114.44;-167.32;0.00;456.79
374.60;261.40;p;2.66;0.26;78.23;0.00;2.45;456.79
375.10;259.00;y;0.07;0.00;78.23;14.78;0.00;455.83
375.10;259.00;p;2.01;1.17;93.01;0.00;1.90;455.83
375.00;257.10;y;0.24;0.20;93.01;71.73;0.00;454.67
375.00;257.10;p;1.29;0.82;164.74;0.00;1.14;454.67
373.90;256.80;y;0.22;0.10;164.74;-62.39;0.00;453.59
373.90;256.80;p;5.90;0.06;102.36;0.00;5.37;453.59
372.75;251.55;p;5.91;0.21;102.36;0.00;5.37;449.69
371.60;246.30;y;0.21;0.06;102.36;60.79;0.00;445.81
371.60;246.30;p;3.70;0.23;163.14;0.00;3.45;445.81
368.30;245.30;y;0.27;0.05;163.14;87.32;0.00;442.51
368.30;245.30;p;3.53;0.18;-109.54;0.00;3.29;442.51
367.20;248.40;y;0.20;0.07;-109.54;-71.37;0.00;443.33
367.20;248.40;p;6.41;0.28;179.09;0.00;6.30;443.33
360.90;248.30;y;0.16;0.01;179.09;-54.87;0.00;438.07
360.90;248.30;p;10.15;0.85;124.22;0.00;9.07;438.07
355.80;240.80;y;0.28;0.24;124.22;-91.31;0.00;429.63
355.80;240.80;p;2.35;0.43;32.91;0.00;2.02;429.63
357.50;239.70;y;0.19;0.03;32.91;73.79;0.00;430.42
357.50;239.70;p;2.28;0.04;106.70;0.00;2.09;430.42
356.90;237.70;y;0.12;0.00;106.70;-23.04;0.00;428.81
356.90;237.70;p;1.01;0.71;83.66;0.00;0.91;428.81
357.00;236.80;y;0.09;0.02;83.66;21.46;0.00;428.40
357.00;236.80;p;4.10;1.15;105.12;0.00;3.83;428.40
356.00;233.10;y;0.20;0.14;105.12;56.44;0.00;425.53
356.00;233.10;p;2.41;0.50;161.57;0.00;2.21;425.53
353.90;232.40;y;0.29;0.04;161.57;88.21;0.00;423.39
353.90;232.40;p;4.32;0.07;-110.22;0.00;4.05;423.39
352.50;236.20;y;0.09;0.01;-110.22;6.19;0.00;424.32
352.50;236.20;p;1.42;0.56;-104.04;0.00;1.24;424.32
352.20;237.40;y;0.16;0.14;-104.04;41.34;0.00;424.74
352.20;237.40;p;4.00;0.94;-62.70;0.00;3.49;424.74
353.80;240.50;y;0.36;0.33;-62.70;-154.51;0.00;427.80
353.80;240.50;p;7.27;0.23;142.79;0.00;6.78;427.80
348.40;236.40;y;0.35;0.08;142.79;125.39;0.00;421.03
348.40;236.40;p;6.42;0.85;-91.82;0.00;6.30;421.03
348.20;242.70;y;0.07;0.03;-91.82;-3.89;0.00;424.44
348.20;242.70;p;2.14;1.34;-95.71;0.00;2.01;424.44
348.00;244.70;y;0.35;0.31;-95.71;118.33;0.00;425.42
348.00;244.70;p;1.45;0.43;22.62;0.00;1.30;425.42
349.20;244.20;y;0.33;0.15;22.62;-117.19;0.00;426.12
349.20;244.20;p;2.62;0.48;-94.57;0.00;2.51;426.12
349.00;246.70;y;0.09;0.05;-94.57;-23.53;0.00;427.39
349.00;246.70;p;10.60;0.33;-118.11;0.00;9.41;427.39
344.57;255.00;p;10.65;0.00;-118.11;0.00;9.41;428.66
340.13;263.30;p;10.60;0.70;-118.11;0.00;9.41;430.14
335.70;271.60;y;0.26;0.19;-118.11;-82.45;0.00;431.81
335.70;271.60;p;1.88;0.89;159.44;0.00;1.71;431.81
334.10;271.00;y;0.10;0.09;159.44;-32.97;0.00;430.19
334.10;271.00;p;3.25;0.68;126.47;0.00;2.86;430.19
332.40;268.70;y;0.22;0.04;126.47;-58.82;0.00;427.42
332.40;268.70;p;10.22;0.72;67.65;0.00;9.73;427.42
336.10;259.70;y;0.25;0.16;67.65;88.72;0.00;424.74
336.10;259.70;p;2.05;0.71;156.37;0.00;1.75;424.74
334.50;259.00;y;0.07;0.03;156.37;-6.95;0.00;423.05
334.50;259.00;p;8.65;0.47;149.42;0.00;7.67;423.05
